study id	Exclude	Exclude Reason	study name	study identifier	study published	experiment id	experiment name	chemical	animal group id	animal group name	lifestage exposed	lifestage assessed	species	species strain	strain.abbr	generation	animal description	animal description (with N)	sex	route	treatment period	duration exposure	endpoint id	endpoint name	system	organ	effect	effect subtype	diagnostic	tags	observation time	data type	doses	dose units	response units	expected adversity direction	maximum endpoint change	low_dose	NOEL	LOEL	FEL	high_dose	key	dose index	dose	N	incidence	response	stdev	lower_ci	upper_ci	pairwise significant	percent control mean	percent control low	percent control high
182436	TRUE	Do not examine Li et al 2015a testosterone data analyzed at PND1 because this lifestage is not fetal.	Li et al. 2015a		FALSE	1293	Developmental toxicity	DINP	2362	Sprague-Dawley rat	GD 12 - 21	PND 1	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=6)	Male	oral gavage	developmental (GD 12-21)	GD 12-21	23799	Testosterone (Testes)			Testosterone (testes)				PND 1	Continuous	0.0, 10.0, 100.0, 500.0, 1000.0 mg/kg-day	mg/kg-day	ng/mg	0	-56.84210526	10				1000	36609	2	100	6		1.59	0.710352025	0.84	2.34	FALSE	-16.31578947	-52.70546629	20.07388734
182436	TRUE	Do not examine Li et al 2015a testosterone data analyzed at PND1 because this lifestage is not fetal.	Li et al. 2015a		FALSE	1293	Developmental toxicity	DINP	2362	Sprague-Dawley rat	GD 12 - 21	PND 1	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=6)	Male	oral gavage	developmental (GD 12-21)	GD 12-21	23799	Testosterone (Testes)			Testosterone (testes)				PND 1	Continuous	0.0, 10.0, 100.0, 500.0, 1000.0 mg/kg-day	mg/kg-day	ng/mg	0	-56.84210526	10				1000	36610	3	500	6		1.11	0.661362231	0.42	1.8	FALSE	-41.57894737	-72.96319905	-10.19469569
182436	TRUE	Do not examine Li et al 2015a testosterone data analyzed at PND1 because this lifestage is not fetal.	Li et al. 2015a		FALSE	1293	Developmental toxicity	DINP	2362	Sprague-Dawley rat	GD 12 - 21	PND 1	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=6)	Male	oral gavage	developmental (GD 12-21)	GD 12-21	23799	Testosterone (Testes)			Testosterone (testes)				PND 1	Continuous	0.0, 10.0, 100.0, 500.0, 1000.0 mg/kg-day	mg/kg-day	ng/mg	0	-56.84210526	10				1000	36611	4	1000	6		0.82	0.416413256	0.38	1.26	TRUE	-56.84210526	-77.3776783	-36.30653222
182434	FALSE		Saillenfait et al. 2013b		FALSE	1301	Developmental toxicity	DIOP	2372	Sprague-Dawley rat	GD 12 - 19	GD 19	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=6-8)	Male	oral gavage	developmental (GD 12-19)	GD 12-19	23811	Testosterone (Testes) production			Testosterone (testes) production				GD 19 3 hr incubation	Continuous	0.0, 10.0, 100.0, 500.0, 1000.0 mg/kg-day	mg/kg-day	ng/testis per 3 hr	0	-84.05572755	10				1000	36677	0	0	8		6.46	1.12	5.52	7.4	FALSE	0	-16.99071207	16.99071207
182434	FALSE		Saillenfait et al. 2013b		FALSE	1301	Developmental toxicity	DIOP	2372	Sprague-Dawley rat	GD 12 - 19	GD 19	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=6-8)	Male	oral gavage	developmental (GD 12-19)	GD 12-19	23811	Testosterone (Testes) production			Testosterone (testes) production				GD 19 3 hr incubation	Continuous	0.0, 10.0, 100.0, 500.0, 1000.0 mg/kg-day	mg/kg-day	ng/testis per 3 hr	0	-84.05572755	10				1000	36678	1	10	7		6.6	1.44	5.27	7.93	FALSE	2.167182663	-18.40851406	22.74287939
182434	FALSE		Saillenfait et al. 2013b		FALSE	1301	Developmental toxicity	DIOP	2372	Sprague-Dawley rat	GD 12 - 19	GD 19	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=6-8)	Male	oral gavage	developmental (GD 12-19)	GD 12-19	23811	Testosterone (Testes) production			Testosterone (testes) production				GD 19 3 hr incubation	Continuous	0.0, 10.0, 100.0, 500.0, 1000.0 mg/kg-day	mg/kg-day	ng/testis per 3 hr	0	-84.05572755	10				1000	36679	2	100	8		4.26	0.41	3.92	4.6	TRUE	-34.05572755	-43.1173141	-24.99414101
182434	FALSE		Saillenfait et al. 2013b		FALSE	1301	Developmental toxicity	DIOP	2372	Sprague-Dawley rat	GD 12 - 19	GD 19	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=6-8)	Male	oral gavage	developmental (GD 12-19)	GD 12-19	23811	Testosterone (Testes) production			Testosterone (testes) production				GD 19 3 hr incubation	Continuous	0.0, 10.0, 100.0, 500.0, 1000.0 mg/kg-day	mg/kg-day	ng/testis per 3 hr	0	-84.05572755	10				1000	36680	3	500	6		1.8	0.6	1.17	2.43	TRUE	-72.13622291	-80.28726861	-63.98517721
182434	FALSE		Saillenfait et al. 2013b		FALSE	1301	Developmental toxicity	DIOP	2372	Sprague-Dawley rat	GD 12 - 19	GD 19	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=6-8)	Male	oral gavage	developmental (GD 12-19)	GD 12-19	23811	Testosterone (Testes) production			Testosterone (testes) production				GD 19 3 hr incubation	Continuous	0.0, 10.0, 100.0, 500.0, 1000.0 mg/kg-day	mg/kg-day	ng/testis per 3 hr	0	-84.05572755	10				1000	36681	4	1000	7		1.03	0.22	0.83	1.23	TRUE	-84.05572755	-87.22344049	-80.88801462
182429	FALSE		Kuhl et al. 2007		FALSE	1305	Developmental toxicity	DBP	2378	Sprague Dawley rats	GD 18	GD 19	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=10)	Male	oral gavage	developmental (GD 18)	GD 18	23837	Testosterone (Testes)		Homogenized testis	Testosterone (testes)				GD 19	Continuous	0.0, 100.0, 500.0 mg/kg	mg/kg	ng/mg testis	0	-66.66666667	100				500	36728	0	0	10		0.9	0.347850543	0.65	1.15	FALSE	0	-33.87827156	33.87827156
182429	FALSE		Kuhl et al. 2007		FALSE	1305	Developmental toxicity	DBP	2378	Sprague Dawley rats	GD 18	GD 19	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=10)	Male	oral gavage	developmental (GD 18)	GD 18	23837	Testosterone (Testes)		Homogenized testis	Testosterone (testes)				GD 19	Continuous	0.0, 100.0, 500.0 mg/kg	mg/kg	ng/mg testis	0	-66.66666667	100				500	36729	1	100	10		0.64	0.284604989	0.44	0.84	FALSE	-28.88888889	-54.85720281	-2.920574964
182429	FALSE		Kuhl et al. 2007		FALSE	1305	Developmental toxicity	DBP	2378	Sprague Dawley rats	GD 18	GD 19	Rat	Rat Sprague-Dawley	SD	F1	F1 Rat, Sprague-Dawley (♂)	F1 Rat, Sprague-Dawley (♂, N=10)	Male	oral gavage	developmental (GD 18)	GD 18	23837	Testosterone (Testes)		Homogenized testis	Testosterone (testes)				GD 19	Continuous	0.0, 100.0, 500.0 mg/kg	mg/kg	ng/mg testis	0	-66.66666667	100				500	36730	2	500	10		0.3	0.158113883	0.19	0.41	TRUE	-66.66666667	-80.16966943	-53.1636639
182432	FALSE		Martino-Andrade et al. 2009		FALSE	1309	Developmental toxicity: DBP	DBP	2381	Wistar rat	GD 13 - 21	GD 21	Rat	Rat Wistar	W	F1	F1 Rat, Wistar (♂)	F1 Rat, Wistar (♂, N=7-8)	Male	oral gavage	developmental (GD 13-21)	GD 13-21	23845	Testosterone (Testes)		Homogenized testis	Testosterone (testes)				GD 21	Continuous	0.0, 100.0, 500.0 mg/kg-day	mg/kg-day	ng/testis	0	-63.20754717	100				500	36745	0	0	7		1.06	0.34394767	0.74	1.38	FALSE	0	-33.99449205	33.99449205
182432	FALSE		Martino-Andrade et al. 2009		FALSE	1309	Developmental toxicity: DBP	DBP	2381	Wistar rat	GD 13 - 21	GD 21	Rat	Rat Wistar	W	F1	F1 Rat, Wistar (♂)	F1 Rat, Wistar (♂, N=7-8)	Male	oral gavage	developmental (GD 13-21)	GD 13-21	23845	Testosterone (Testes)		Homogenized testis	Testosterone (testes)				GD 21	Continuous	0.0, 100.0, 500.0 mg/kg-day	mg/kg-day	ng/testis	0	-63.20754717	100				500	36746	1	100	8		0.75	0.197989899	0.58	0.92	FALSE	-29.24528302	-50.61811283	-7.872453207
182432	FALSE		Martino-Andrade et al. 2009		FALSE	1309	Developmental toxicity: DBP	DBP	2381	Wistar rat	GD 13 - 21	GD 21	Rat	Rat Wistar	W	F1	F1 Rat, Wistar (♂)	F1 Rat, Wistar (♂, N=7-8)	Male	oral gavage	developmental (GD 13-21)	GD 13-21	23845	Testosterone (Testes)		Homogenized testis	Testosterone (testes)				GD 21	Continuous	0.0, 100.0, 500.0 mg/kg-day	mg/kg-day	ng/testis	0	-63.20754717	100				500	36747	2	500	7		0.39	0.211660105	0.19	0.59	TRUE	-63.20754717	-80.44222968	-45.97286466
182432	FALSE		Martino-Andrade et al. 2009		FALSE	1308	Developmental toxicity: DEHP	DEHP	2382	Wistar rat	GD 13 - 21	GD 21	Rat	Rat Wistar	W	F1	F1 Rat, Wistar (♂)	F1 Rat, Wistar (♂, N=7)	Male	oral gavage	developmental (GD 13-21)	GD 13-21	23850	Testosterone (Testes)		Homogenized testis	Testosterone (testes)				GD 21	Continuous	0.0, 150.0 mg/kg-day	mg/kg-day	ng/testis	0	-29.24528302	150				150	36752	0	0	7		1.06	0.34394767	0.74	1.38	FALSE	0	-33.99449205	33.99449205
182432	FALSE		Martino-Andrade et al. 2009		FALSE	1308	Developmental toxicity: DEHP	DEHP	2382	Wistar rat	GD 13 - 21	GD 21	Rat	Rat Wistar	W	F1	F1 Rat, Wistar (♂)	F1 Rat, Wistar (♂, N=7)	Male	oral gavage	developmental (GD 13-21)	GD 13-21	23850	Testosterone (Testes)		Homogenized testis	Testosterone (testes)				GD 21	Continuous	0.0, 150.0 mg/kg-day	mg/kg-day	ng/testis	0	-29.24528302	150				150	36753	1	150	7		0.75	0.34394767	0.43	1.07	FALSE	-29.24528302	-58.69148979	0.200923749
211461	FALSE		Furr et al. 2014		FALSE	1375	Developmental toxicity: DPP (Block 3)	DPP	2565	Sprague Dawley	GD 14 - 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=3-5)	Male	oral gavage	developmental (GD 14 - 18)	GD 14 - 18	24749	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 325.0, 750.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-87.5751503	325				750	38927	0	0	5		4.99	0.491934955	4.38	5.6	FALSE	0	-12.220619	12.220619
211461	FALSE		Furr et al. 2014		FALSE	1375	Developmental toxicity: DPP (Block 3)	DPP	2565	Sprague Dawley	GD 14 - 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=3-5)	Male	oral gavage	developmental (GD 14 - 18)	GD 14 - 18	24749	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 325.0, 750.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-87.5751503	325				750	38928	1	325	3		0.63	0.069282032	0.46	0.8	TRUE	-87.3747495	-89.28753104	-85.46196796
211461	FALSE		Furr et al. 2014		FALSE	1375	Developmental toxicity: DPP (Block 3)	DPP	2565	Sprague Dawley	GD 14 - 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=3-5)	Male	oral gavage	developmental (GD 14 - 18)	GD 14 - 18	24749	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 325.0, 750.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-87.5751503	325				750	38929	2	750	3		0.62	0.051961524	0.49	0.75	TRUE	-87.5751503	-89.16929083	-85.98100977
211461	FALSE		Furr et al. 2014		FALSE	1377	Developmental toxicity: DBP (Block 18)	DBP	2567	Sprague Dawley	GD 14 - 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=2-3)	Male	oral gavage	developmental (GD 14 - 18)	GD 14 - 18	24751	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 33.0, 50.0, 100.0, 300.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-76.86868687	33				300	38935	0	0	3		9.9	0.675499815	8.22	11.58	FALSE	0	-10.9194429	10.9194429
211461	FALSE		Furr et al. 2014		FALSE	1377	Developmental toxicity: DBP (Block 18)	DBP	2567	Sprague Dawley	GD 14 - 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=2-3)	Male	oral gavage	developmental (GD 14 - 18)	GD 14 - 18	24751	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 33.0, 50.0, 100.0, 300.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-76.86868687	33				300	38936	1	33	3		3.13	1.35099963	-0.23	6.49	FALSE	-68.38383838	-84.01802158	-52.74965519
211461	FALSE		Furr et al. 2014		FALSE	1377	Developmental toxicity: DBP (Block 18)	DBP	2567	Sprague Dawley	GD 14 - 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=2-3)	Male	oral gavage	developmental (GD 14 - 18)	GD 14 - 18	24751	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 33.0, 50.0, 100.0, 300.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-76.86868687	33				300	38937	2	50	2		8.47	1.258650071	-2.84	19.78	FALSE	-14.44444444	-33.26224922	4.373360331
211461	FALSE		Furr et al. 2014		FALSE	1377	Developmental toxicity: DBP (Block 18)	DBP	2567	Sprague Dawley	GD 14 - 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=2-3)	Male	oral gavage	developmental (GD 14 - 18)	GD 14 - 18	24751	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 33.0, 50.0, 100.0, 300.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-76.86868687	33				300	38938	3	100	3		6.46	2.70199926	-0.25	13.17	TRUE	-34.74747475	-66.04057607	-3.454373421
211461	FALSE		Furr et al. 2014		FALSE	1377	Developmental toxicity: DBP (Block 18)	DBP	2567	Sprague Dawley	GD 14 - 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=2-3)	Male	oral gavage	developmental (GD 14 - 18)	GD 14 - 18	24751	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 33.0, 50.0, 100.0, 300.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-76.86868687	33				300	38939	4	300	3		2.29	0.138564065	1.95	2.63	TRUE	-76.86868687	-79.25581976	-74.48155398
211461	FALSE		Furr et al. 2014		FALSE	1378	Developmental toxicity: DBP (Block 22)	DBP	2568	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=3-4)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24752	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 1.0, 10.0, 100.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-36.02550478	1				100	38940	0	0	3		9.41	0.207846097	8.89	9.93	FALSE	0	-3.534782464	3.534782464
211461	FALSE		Furr et al. 2014		FALSE	1378	Developmental toxicity: DBP (Block 22)	DBP	2568	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=3-4)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24752	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 1.0, 10.0, 100.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-36.02550478	1				100	38941	1	1	3		8.29	1.056550993	5.67	10.91	FALSE	-11.90223167	-24.79726137	0.992798035
211461	FALSE		Furr et al. 2014		FALSE	1378	Developmental toxicity: DBP (Block 22)	DBP	2568	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=3-4)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24752	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 1.0, 10.0, 100.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-36.02550478	1				100	38942	2	10	4		7.49	1.4	5.26	9.72	FALSE	-20.40382572	-35.11916648	-5.688484953
211461	FALSE		Furr et al. 2014		FALSE	1378	Developmental toxicity: DBP (Block 22)	DBP	2568	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=3-4)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24752	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 1.0, 10.0, 100.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-36.02550478	1				100	38943	3	100	4		6.02	2.06	2.74	9.3	FALSE	-36.02550478	-57.53878512	-14.51222445
211461	FALSE		Furr et al. 2014		FALSE	1379	Developmental toxicity: DBP (Block 26)	DBP	2569	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=3-4)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24753	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 1.0, 10.0, 100.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	60	1				100	38944	0	0	3		4.75	0.831384388	2.68	6.82	FALSE	0	-28.01036041	28.01036041
211461	FALSE		Furr et al. 2014		FALSE	1379	Developmental toxicity: DBP (Block 26)	DBP	2569	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=3-4)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24753	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 1.0, 10.0, 100.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	60	1				100	38945	1	1	4		7.6	0.52	6.77	8.43	FALSE	60	26.54313538	93.45686462
211461	FALSE		Furr et al. 2014		FALSE	1379	Developmental toxicity: DBP (Block 26)	DBP	2569	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=3-4)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24753	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 1.0, 10.0, 100.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	60	1				100	38946	2	10	4		5.64	0.58	4.72	6.56	FALSE	18.73684211	-7.649907026	45.12359124
211461	FALSE		Furr et al. 2014		FALSE	1379	Developmental toxicity: DBP (Block 26)	DBP	2569	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=3-4)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24753	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 1.0, 10.0, 100.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	60	1				100	38947	3	100	3		3.58	1.299038106	0.35	6.81	FALSE	-24.63157895	-58.99109092	9.727933022
211461	FALSE		Furr et al. 2014		FALSE	1380	Developmental toxicity: DEHP (Block 31)	DEHP	2570	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	P0	P0 Rat, Sprague-Dawley (Harlan) (♂)	P0 Rat, Sprague-Dawley (Harlan) (♂, N=2-3)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24754	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 100.0, 300.0, 600.0, 900.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-93.85964912	100				900	38948	0	0	3		11.4	1.247076581	8.3	14.5	FALSE	0	-17.50647526	17.50647526
211461	FALSE		Furr et al. 2014		FALSE	1380	Developmental toxicity: DEHP (Block 31)	DEHP	2570	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	P0	P0 Rat, Sprague-Dawley (Harlan) (♂)	P0 Rat, Sprague-Dawley (Harlan) (♂, N=2-3)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24754	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 100.0, 300.0, 600.0, 900.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-93.85964912	100				900	38949	1	100	2		4.24	0.014142136	4.11	4.37	TRUE	-62.80701754	-67.41432632	-58.19970877
211461	FALSE		Furr et al. 2014		FALSE	1380	Developmental toxicity: DEHP (Block 31)	DEHP	2570	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	P0	P0 Rat, Sprague-Dawley (Harlan) (♂)	P0 Rat, Sprague-Dawley (Harlan) (♂, N=2-3)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24754	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 100.0, 300.0, 600.0, 900.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-93.85964912	100				900	38950	2	300	3		2.05	0.640858799	0.46	3.64	TRUE	-82.01754386	-88.75718059	-75.27790713
211461	FALSE		Furr et al. 2014		FALSE	1380	Developmental toxicity: DEHP (Block 31)	DEHP	2570	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	P0	P0 Rat, Sprague-Dawley (Harlan) (♂)	P0 Rat, Sprague-Dawley (Harlan) (♂, N=2-3)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24754	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 100.0, 300.0, 600.0, 900.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-93.85964912	100				900	38951	3	600	3		0.81	0.277128129	0.12	1.5	TRUE	-92.89473684	-95.78280635	-90.00666734
211461	FALSE		Furr et al. 2014		FALSE	1380	Developmental toxicity: DEHP (Block 31)	DEHP	2570	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	P0	P0 Rat, Sprague-Dawley (Harlan) (♂)	P0 Rat, Sprague-Dawley (Harlan) (♂, N=2-3)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24754	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 100.0, 300.0, 600.0, 900.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-93.85964912	100				900	38952	4	900	2		0.7	0.240416306	-1.46	2.86	TRUE	-93.85964912	-96.87967715	-90.83962109
211461	FALSE		Furr et al. 2014		FALSE	1381	Developmental toxicity: DEHP (Block 32)	DEHP	2571	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=2-3)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24755	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 100.0, 300.0, 600.0, 900.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-88.31775701	100				900	38953	0	0	2		10.7	3.252691193	-18.52	39.92	FALSE	0	-59.58200691	59.58200691
211461	FALSE		Furr et al. 2014		FALSE	1381	Developmental toxicity: DEHP (Block 32)	DEHP	2571	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=2-3)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24755	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 100.0, 300.0, 600.0, 900.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-88.31775701	100				900	38954	1	100	3		8.47	1.073871501	5.8	11.14	TRUE	-20.8411215	-56.07213426	14.38989127
211461	FALSE		Furr et al. 2014		FALSE	1381	Developmental toxicity: DEHP (Block 32)	DEHP	2571	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=2-3)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24755	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 100.0, 300.0, 600.0, 900.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-88.31775701	100				900	38955	2	300	3		3.72	1.472243186	0.06	7.38	TRUE	-65.23364486	-86.61056939	-43.85672033
